208.00300000000001,0.03100000000000591,-9.11,0.03,-3.28,-0.15,0.07,-0.11
208.03400000000002,0.03100000000000591,-11.59,0.53,-4.32,-0.01,0.06,-0.07
208.066,0.031999999999982265,-11.72,0.33,-1.88,-0.12,0.0,0.05
208.101,0.03499999999999659,-7.85,-0.43,-2.76,-0.24,0.0,0.01
208.131,0.030000000000001137,-8.66,0.42,-2.75,-0.11,-0.04,0.02
208.163,0.03200000000001069,-9.36,0.13,-3.57,-0.17,-0.04,0.01
208.19500000000002,0.03200000000001069,-8.77,-0.18,-3.59,-0.29,-0.05,-0.0
208.227,0.031999999999982265,-7.58,0.15,-4.38,-0.44,0.07,-0.01
208.257,0.030000000000001137,-8.67,1.33,-4.06,-0.52,0.18,0.17
208.28900000000002,0.03200000000001069,-10.08,0.38,-4.22,0.25,0.26,0.3
208.321,0.031999999999982265,-11.22,-1.85,-4.34,1.05,0.29,0.25
208.353,0.03200000000001069,-12.18,-2.13,-1.88,0.64,0.21,0.17
208.383,0.030000000000001137,-10.93,0.59,-0.44,-0.6,-0.14,-0.01
208.418,0.03499999999999659,-8.87,1.36,-2.83,-0.48,-0.25,0.05
208.45000000000002,0.03200000000001069,-7.81,1.64,-3.63,-0.67,-0.25,0.14
208.48100000000002,0.03100000000000591,-7.67,1.18,-4.16,-0.62,-0.11,0.25
208.512,0.03099999999997749,-7.87,1.09,-3.91,-0.66,-0.04,0.29
208.544,0.03200000000001069,-7.47,0.57,-3.52,-0.58,0.0,0.36
208.57600000000002,0.03200000000001069,-8.4,0.45,-4.7,-0.55,0.07,0.46
208.607,0.03099999999997749,-8.48,0.43,-4.64,-0.39,0.1,0.45
208.638,0.03100000000000591,-9.58,0.19,-4.02,-0.44,0.04,0.41
208.67000000000002,0.03200000000001069,-9.81,0.57,-3.58,-0.48,-0.06,0.36
208.704,0.033999999999991815,-9.49,1.0,-3.84,-0.41,-0.13,0.32
208.73600000000002,0.03200000000001069,-9.1,1.15,-3.61,-0.12,-0.0,0.32
208.76600000000002,0.030000000000001137,-9.35,0.72,-3.26,0.12,-0.04,0.36
208.798,0.031999999999982265,-8.8,0.48,-3.18,0.06,-0.21,0.18
208.83,0.03200000000001069,-9.56,1.68,-3.23,-0.44,-0.34,0.15
208.86100000000002,0.03100000000000591,-8.78,1.45,-3.67,-0.44,-0.36,0.18
208.89200000000002,0.03100000000000591,-8.5,1.99,-3.72,-0.41,-0.3,0.21
208.923,0.03099999999997749,-8.42,2.08,-3.77,-0.21,-0.15,0.18
208.955,0.03200000000001069,-9.02,1.92,-3.08,-0.14,-0.1,0.16
208.989,0.033999999999991815,-8.57,1.83,-3.2,-0.3,-0.06,0.03
209.02,0.03100000000000591,-8.41,1.54,-4.14,-0.4,0.0,0.02
209.05100000000002,0.03100000000000591,-9.06,1.59,-3.73,-0.15,0.01,-0.09
209.083,0.031999999999982265,-10.49,1.62,-3.12,0.32,-0.07,-0.26
209.113,0.030000000000001137,-11.0,2.02,-2.53,0.38,-0.19,-0.24
209.145,0.03200000000001069,-11.73,1.94,-2.56,0.7,-0.2,-0.26
209.17700000000002,0.03200000000001069,-9.85,1.68,-3.25,0.64,-0.15,-0.27
209.208,0.03099999999997749,-9.3,2.15,-3.59,0.53,-0.03,-0.29
209.239,0.03100000000000591,-9.34,2.27,-3.82,0.28,0.15,-0.25
209.27,0.03100000000000591,-9.48,2.05,-3.92,0.22,0.29,-0.24
209.3,0.030000000000001137,-9.17,1.16,-3.61,-0.32,0.37,-0.21
209.33200000000002,0.03200000000001069,-9.34,1.09,-4.11,-1.22,0.54,-0.17
209.363,0.03099999999997749,-9.08,1.7,-5.2,-1.12,0.69,-0.14
209.394,0.03100000000000591,-9.02,1.99,-4.48,-0.82,0.79,-0.11
209.42600000000002,0.03200000000001069,-9.05,1.95,-4.53,-1.11,0.85,-0.03
209.458,0.031999999999982265,-8.76,1.58,-4.55,-1.35,0.88,0.04
209.489,0.03100000000000591,-8.63,1.28,-5.27,-0.54,0.95,0.04
209.52,0.03100000000000591,-8.64,1.48,-4.92,-0.08,1.01,0.06
209.55200000000002,0.03200000000001069,-8.3,1.3,-4.73,-0.28,1.01,0.11
209.589,0.03699999999997772,-8.1,1.28,-5.21,0.0,0.92,0.13
209.619,0.030000000000001137,-8.2,0.87,-6.72,0.43,0.94,0.07
209.651,0.03200000000001069,-8.22,0.34,-6.5,0.11,1.04,0.01
209.68300000000002,0.03200000000001069,-7.65,1.27,-4.87,-0.25,1.12,-0.02
209.714,0.03099999999997749,-7.93,1.99,-6.04,-0.2,1.13,0.01
209.745,0.03100000000000591,-8.24,2.65,-8.01,-0.39,1.25,0.05
209.77700000000002,0.03200000000001069,-7.81,1.42,-6.88,-0.19,1.31,-0.02
209.809,0.031999999999982265,-7.45,2.64,-6.48,-0.26,1.3,-0.01
209.839,0.030000000000001137,-7.27,3.37,-5.61,-1.01,1.24,0.16
209.87400000000002,0.03500000000002501,-6.91,2.35,-6.58,-0.96,1.19,0.19
209.906,0.031999999999982265,-7.04,2.23,-8.13,-0.29,1.19,0.11
209.937,0.03100000000000591,-6.44,2.56,-8.03,-0.65,1.22,0.1
209.96900000000002,0.03200000000001069,-6.15,3.43,-8.41,-1.29,1.24,0.12
210.0,0.03099999999997749,-5.91,3.85,-7.44,-0.42,1.17,0.04
210.032,0.03200000000001069,-5.47,3.2,-7.41,-0.48,1.13,0.05
210.06400000000002,0.03200000000001069,-5.47,3.12,-8.18,-0.89,1.15,0.11
210.09400000000002,0.030000000000001137,-4.9,4.02,-8.57,-0.27,1.2,0.16
210.126,0.031999999999982265,-4.13,4.09,-7.94,-0.34,1.15,0.18
210.15800000000002,0.03200000000001069,-3.83,3.28,-7.63,-0.51,1.07,0.13
210.192,0.033999999999991815,-4.05,3.76,-8.63,-0.44,1.08,0.1
210.223,0.03100000000000591,-4.29,4.56,-8.56,-0.54,1.13,0.12
210.25500000000002,0.03200000000001069,-3.23,5.69,-8.77,-0.7,1.21,0.24
210.287,0.031999999999982265,-2.88,5.79,-6.64,-0.63,1.12,0.3
210.31900000000002,0.03200000000001069,-2.43,6.29,-6.89,-0.68,1.03,0.37
210.34900000000002,0.030000000000001137,-2.68,5.05,-10.68,-0.51,1.13,0.42
210.381,0.031999999999982265,-2.65,5.24,-9.61,-0.78,1.17,0.43
210.413,0.03200000000001069,-2.47,5.95,-9.16,-0.11,1.16,0.45
210.44400000000002,0.03100000000000591,-1.7,6.79,-10.03,0.05,1.22,0.53
210.478,0.033999999999991815,-0.76,5.46,-9.28,-0.12,1.25,0.59
210.51000000000002,0.03200000000001069,-0.37,5.09,-8.23,-0.06,1.2,0.53
210.542,0.031999999999982265,0.37,5.22,-7.96,0.13,1.12,0.44
210.573,0.03100000000000591,0.23,5.82,-8.81,-0.3,1.12,0.46
210.604,0.03100000000000591,0.4,6.21,-9.41,-0.21,1.19,0.53
210.63600000000002,0.03200000000001069,1.06,6.69,-8.94,-0.19,1.19,0.57
210.667,0.03099999999997749,1.18,6.68,-7.48,-0.3,1.17,0.64
210.699,0.03200000000001069,1.66,6.0,-6.39,-0.07,1.09,0.67
210.73000000000002,0.03100000000000591,1.82,5.47,-6.83,0.45,1.05,0.61
210.762,0.031999999999982265,2.64,4.93,-7.52,-0.37,1.04,0.65
210.79600000000002,0.034000000000020236,2.84,5.99,-7.35,-0.45,1.06,0.62
210.828,0.031999999999982265,2.73,7.3,-7.21,-0.6,1.08,0.74
210.859,0.03100000000000591,2.65,7.71,-5.96,-0.81,1.07,0.82
210.89000000000001,0.03100000000000591,3.59,7.64,-6.58,-0.62,1.05,0.88
210.922,0.031999999999982265,2.74,7.33,-5.85,-0.99,0.98,1.0
210.954,0.03200000000001069,3.48,6.76,-6.21,-1.0,0.92,1.11
210.984,0.030000000000001137,3.55,7.09,-5.75,-0.87,0.93,1.21
211.01600000000002,0.03200000000001069,4.86,5.33,-3.77,-0.49,0.7,1.07
211.048,0.031999999999982265,4.45,5.39,-2.4,-0.44,0.59,1.02
211.08,0.03200000000001069,7.49,3.52,-4.2,-0.74,0.54,1.03
211.113,0.03299999999998704,6.0,4.52,-4.22,-0.53,0.38,0.88
211.145,0.03200000000001069,7.37,5.21,-3.38,-0.76,0.3,0.81
211.17600000000002,0.03100000000000591,7.28,5.79,-4.6,-0.71,0.24,0.79
211.208,0.031999999999982265,6.89,5.4,-5.21,-1.14,0.23,0.84
211.238,0.030000000000001137,6.95,4.96,-4.72,-1.08,0.23,0.81
211.27,0.03200000000001069,7.02,3.74,-4.24,-0.92,0.19,0.72
211.30100000000002,0.03100000000000591,7.13,4.02,-4.3,-1.1,0.19,0.7
211.33200000000002,0.03100000000000591,7.34,5.0,-4.09,-1.24,0.19,0.72
211.363,0.03099999999997749,7.2,5.35,-3.74,-1.16,0.16,0.75
211.405,0.04200000000000159,7.18,4.82,-3.65,-0.88,0.15,0.78
211.437,0.03200000000001069,7.67,4.94,-3.46,-0.77,0.15,0.83
211.46900000000002,0.03200000000001069,7.62,4.18,-2.48,-0.76,0.16,0.87
211.49900000000002,0.030000000000001137,7.82,4.14,-2.69,-0.76,0.14,0.88
211.531,0.031999999999982265,8.49,4.19,-2.79,-0.8,0.13,0.88
211.562,0.03100000000000591,7.79,3.67,-1.77,-0.74,0.13,0.89
211.59400000000002,0.03200000000001069,7.81,3.45,-1.76,-0.57,0.08,0.88
211.62400000000002,0.030000000000001137,8.61,3.39,-2.06,-0.75,0.06,0.87
211.656,0.031999999999982265,8.69,3.67,-2.59,-0.47,0.06,0.85
211.687,0.03100000000000591,8.76,3.79,-2.06,-0.45,0.06,0.84
211.722,0.03499999999999659,8.73,3.51,-2.09,-0.78,0.06,0.84
211.75300000000001,0.03100000000000591,8.56,2.85,-2.8,-0.47,0.07,0.82
211.78400000000002,0.03100000000000591,8.7,2.39,-2.83,-0.2,0.1,0.77
211.816,0.031999999999982265,8.82,2.58,-2.64,-0.39,0.15,0.76
211.848,0.03200000000001069,8.75,1.71,-2.59,-0.43,0.21,0.75
211.87800000000001,0.030000000000001137,8.99,1.29,-2.38,-0.27,0.25,0.72
211.91,0.031999999999982265,9.12,1.16,-2.22,-0.41,0.3,0.71
211.942,0.03200000000001069,9.12,0.31,-2.09,-0.41,0.33,0.67
211.973,0.03100000000000591,9.36,0.23,-2.33,-0.54,0.39,0.64
212.00400000000002,0.03100000000000591,9.67,0.2,-2.34,-0.37,0.43,0.59
212.03900000000002,0.03499999999999659,10.22,0.45,-2.69,-0.2,0.49,0.55
212.071,0.031999999999982265,10.27,-0.03,-1.64,-0.01,0.55,0.49
212.101,0.030000000000001137,10.21,0.12,-1.18,-0.59,0.57,0.44
212.133,0.03200000000001069,10.07,-0.53,-0.66,-0.45,0.57,0.35
212.16500000000002,0.03200000000001069,10.26,-0.69,0.14,-0.29,0.54,0.25
212.197,0.031999999999982265,10.38,-1.25,0.73,-0.56,0.49,0.17
212.228,0.03100000000000591,10.17,-1.07,0.79,-0.62,0.43,0.05
212.26000000000002,0.03200000000001069,9.7,-0.46,0.73,-0.62,0.37,-0.03
212.291,0.03099999999997749,9.53,-0.7,1.46,-0.46,0.33,-0.11
212.32600000000002,0.03500000000002501,9.34,-0.78,1.78,-0.48,0.24,-0.2
212.357,0.03099999999997749,8.9,0.44,0.8,-0.74,0.21,-0.21
212.388,0.03100000000000591,8.82,-0.56,1.08,-0.57,0.19,-0.25
212.42000000000002,0.03200000000001069,8.41,-0.17,1.08,-0.46,0.16,-0.3
212.452,0.031999999999982265,8.33,-0.09,1.73,-0.5,0.09,-0.3
212.483,0.03100000000000591,7.76,-0.11,3.2,-0.45,-0.06,-0.29
212.514,0.03100000000000591,8.44,0.41,2.08,-0.43,-0.19,-0.27
212.54600000000002,0.03200000000001069,8.72,1.17,1.57,-0.65,-0.26,-0.23
212.578,0.031999999999982265,9.18,0.18,0.88,-0.38,-0.28,-0.25
212.609,0.03100000000000591,9.18,1.77,0.14,-0.45,-0.29,-0.21
212.643,0.033999999999991815,9.19,1.61,-0.14,-0.62,-0.28,-0.13
212.675,0.03200000000001069,9.43,1.24,-0.11,-0.25,-0.24,-0.1
212.70700000000002,0.03200000000001069,9.95,1.56,-0.11,-0.21,-0.22,-0.05
212.738,0.03099999999997749,9.82,1.37,-0.47,-0.21,-0.17,0.03
212.769,0.03100000000000591,9.89,1.04,-0.14,-0.08,-0.13,0.03
212.80100000000002,0.03200000000001069,9.88,1.46,-0.43,-0.2,-0.11,0.08
212.833,0.031999999999982265,10.08,1.7,-1.24,-0.01,-0.05,0.11
212.864,0.03100000000000591,10.23,2.37,-1.41,0.12,0.01,0.17
212.895,0.03100000000000591,10.17,1.79,-0.89,0.12,0.07,0.21
212.93,0.03499999999999659,10.43,1.7,-0.83,0.2,0.13,0.22
212.96200000000002,0.03200000000001069,10.54,2.0,-0.86,-0.14,0.17,0.26
212.99300000000002,0.03100000000000591,10.8,0.97,-0.55,-0.04,0.2,0.25
213.024,0.03099999999997749,10.66,0.6,0.08,0.3,0.23,0.22
213.056,0.03200000000001069,10.95,0.45,0.84,0.46,0.26,0.19
213.08800000000002,0.03200000000001069,11.17,0.54,1.6,0.13,0.23,0.17
213.11800000000002,0.030000000000001137,9.66,0.88,1.27,-0.09,0.24,0.2
213.15,0.031999999999982265,6.21,1.8,1.12,-0.44,0.24,0.3
213.18200000000002,0.03200000000001069,6.0,2.71,0.96,-0.29,0.21,0.44
213.21300000000002,0.03100000000000591,7.37,0.1,0.92,-0.08,0.19,0.46
213.247,0.033999999999991815,8.18,-0.13,2.05,-0.42,0.09,0.48
213.279,0.031999999999982265,8.46,-0.02,2.17,0.43,-0.02,0.45
213.31,0.03100000000000591,8.01,-0.55,3.04,0.08,-0.13,0.5
213.34400000000002,0.034000000000020236,9.02,-1.8,1.29,-0.19,-0.23,0.46
213.375,0.03099999999997749,8.94,-1.62,1.53,0.94,-0.31,0.35
213.407,0.03200000000001069,9.66,-2.1,3.06,0.22,-0.41,0.32
213.43800000000002,0.03100000000000591,10.87,-2.01,1.44,0.17,-0.48,0.22
213.47,0.031999999999982265,10.83,-1.33,0.48,0.67,-0.51,0.13
213.501,0.03100000000000591,11.31,-1.68,0.4,0.39,-0.54,0.05
213.535,0.033999999999991815,11.54,-1.63,-0.45,0.2,-0.52,-0.03
213.567,0.03200000000001069,11.16,-1.72,-0.45,0.4,-0.5,-0.1
213.598,0.03100000000000591,10.72,-0.12,-1.41,0.09,-0.46,-0.15
213.62900000000002,0.03100000000000591,10.64,-0.44,-1.88,-0.28,-0.41,-0.16
213.661,0.031999999999982265,10.66,-1.45,-2.81,0.06,-0.33,-0.23
213.693,0.03200000000001069,9.56,-0.16,-2.69,0.07,-0.24,-0.26
213.72400000000002,0.03100000000000591,9.46,0.12,-2.98,-0.36,-0.13,-0.21
213.75500000000002,0.03100000000000591,9.92,-0.41,-3.43,-0.0,0.04,-0.19
213.787,0.031999999999982265,10.24,0.99,-2.95,-0.03,0.15,-0.13
213.818,0.03100000000000591,10.59,1.12,-2.76,-0.16,0.24,-0.06
213.853,0.03499999999999659,10.65,0.51,-2.37,0.27,0.36,0.01
213.883,0.030000000000001137,10.17,1.41,-2.36,0.51,0.46,0.1
213.91500000000002,0.03200000000001069,10.14,0.15,-0.47,0.17,0.5,0.22
213.946,0.03099999999997749,9.99,-0.9,0.35,0.09,0.48,0.25
213.977,0.03100000000000591,9.83,-1.07,0.34,0.07,0.36,0.19
214.008,0.03100000000000591,9.96,-1.86,1.68,-0.03,0.21,0.12
214.04000000000002,0.03200000000001069,9.99,-2.45,2.39,0.03,0.03,0.03
214.071,0.03099999999997749,9.84,-2.24,2.27,0.17,-0.16,-0.11
214.102,0.03100000000000591,9.77,-1.75,1.17,0.09,-0.27,-0.18
214.137,0.03499999999999659,9.65,-2.16,1.25,0.06,-0.31,-0.31
214.168,0.03100000000000591,9.96,-0.65,-5.86,-0.42,0.1,-0.34
214.20000000000002,0.03200000000001069,9.72,0.68,-0.77,-0.16,0.31,-0.26
214.23100000000002,0.03100000000000591,10.23,-1.16,1.19,0.2,0.19,-0.31
214.263,0.031999999999982265,10.59,3.48,3.28,0.54,0.0,-0.19
214.294,0.03100000000000591,9.79,-0.09,1.93,0.31,-0.2,-0.14
214.32600000000002,0.03200000000001069,9.89,0.46,1.31,0.27,-0.32,-0.13
214.357,0.03099999999997749,9.96,-1.03,-6.16,-0.16,-0.03,-0.2
214.389,0.03200000000001069,13.1,1.95,-0.76,-0.06,0.07,-0.13
214.42100000000002,0.03200000000001069,9.12,0.38,0.07,0.53,-0.02,-0.03
214.455,0.033999999999991815,9.19,-0.02,0.02,0.6,-0.05,-0.0
214.48600000000002,0.03100000000000591,9.94,-0.7,-1.65,1.54,0.03,-0.07
214.51700000000002,0.03100000000000591,9.84,1.45,-1.84,1.34,0.05,-0.11
214.549,0.031999999999982265,10.0,3.19,-2.01,-0.19,0.1,0.1
214.58100000000002,0.03200000000001069,10.01,0.3,1.38,-0.34,0.05,0.1
214.61200000000002,0.03100000000000591,9.84,0.69,3.36,-1.57,-0.11,0.16
214.644,0.031999999999982265,12.45,1.05,-0.65,-3.29,-0.19,0.27
214.675,0.03100000000000591,11.43,2.51,0.38,-3.2,-0.26,0.39
214.70700000000002,0.03200000000001069,9.55,-0.76,-2.88,-0.47,-0.28,0.18
214.741,0.033999999999991815,9.23,-2.46,-3.87,1.52,-0.17,0.01
214.77300000000002,0.03200000000001069,2.33,-2.76,-4.94,3.15,0.03,-0.3
214.804,0.03099999999997749,-5.77,-6.43,1.0,3.56,-0.6,-0.75
214.836,0.03200000000001069,50.13,1.66,-0.12,1.14,0.21,-0.13
214.86700000000002,0.03100000000000591,8.57,3.07,-0.57,-0.62,0.08,0.11
214.899,0.031999999999982265,12.85,-3.24,2.97,-1.74,0.0,0.1
214.931,0.03200000000001069,10.58,0.6,-1.39,-0.5,-0.09,-0.09
214.96200000000002,0.03100000000000591,10.11,1.32,-1.4,0.1,0.02,-0.06
214.99300000000002,0.03100000000000591,10.07,0.66,0.42,0.49,-0.03,-0.06
215.025,0.031999999999982265,9.99,0.79,0.18,0.39,-0.08,-0.04
215.059,0.033999999999991815,9.89,0.72,-0.85,-0.05,-0.1,0.04
215.091,0.03200000000001069,9.94,0.16,-1.86,0.05,-0.07,0.02
215.122,0.03100000000000591,9.83,0.24,-0.86,0.05,-0.07,0.01
215.154,0.031999999999982265,9.86,1.0,-0.85,-0.03,-0.03,0.05
215.186,0.03200000000001069,9.81,0.9,-1.12,0.06,-0.06,0.08
215.217,0.03100000000000591,9.98,-0.04,-2.14,0.06,-0.01,0.07
215.24800000000002,0.03100000000000591,9.92,-2.38,-1.14,0.01,-0.02,0.07
215.28,0.031999999999982265,9.88,0.06,-1.99,-0.03,-0.01,0.04
215.311,0.03100000000000591,9.89,0.44,-1.12,-0.06,0.04,0.1
215.346,0.03499999999999659,10.17,-0.73,-0.55,-0.46,-0.0,0.06
215.377,0.03100000000000591,9.97,0.08,-1.14,-0.34,0.04,0.02
215.40900000000002,0.03200000000001069,9.54,0.55,-0.22,0.1,-0.0,0.04
215.44,0.03099999999997749,9.91,-0.87,-1.62,0.16,0.05,-0.02
215.471,0.03100000000000591,9.97,-0.39,-0.55,0.31,0.03,-0.07
215.50300000000001,0.03200000000001069,10.03,-0.76,-0.5,0.0,0.0,-0.05
215.53400000000002,0.03100000000000591,9.87,1.27,-2.37,-0.04,0.01,-0.05
215.566,0.031999999999982265,10.06,3.88,-4.84,0.1,0.21,0.13
215.597,0.03100000000000591,12.03,-3.57,1.67,0.04,0.25,0.12
215.62900000000002,0.03200000000001069,13.75,-7.17,2.06,-0.02,0.2,0.0
215.66400000000002,0.03499999999999659,6.49,-0.89,-0.02,0.16,0.08,-0.15
215.69500000000002,0.03100000000000591,8.77,0.54,-1.02,0.32,0.08,-0.14
215.726,0.03099999999997749,9.14,0.89,0.77,0.16,0.04,-0.04
215.758,0.03200000000001069,10.28,-1.78,0.4,0.03,-0.04,-0.03
215.78900000000002,0.03100000000000591,9.62,-0.92,-4.16,0.07,0.01,-0.21
215.821,0.031999999999982265,9.88,3.88,-2.83,0.11,0.21,-0.09
215.852,0.03100000000000591,10.38,2.67,-0.79,0.15,0.2,0.02
215.88400000000001,0.03200000000001069,10.05,-0.11,1.15,-0.06,0.14,0.02
215.91500000000002,0.03100000000000591,10.03,1.8,0.51,-0.06,0.1,0.0
215.95000000000002,0.03499999999999659,9.95,1.46,0.11,-0.06,0.06,0.09
215.98000000000002,0.030000000000001137,10.23,0.86,-0.64,0.09,0.03,0.09
