610,0.36,-0.34,9.92,-0.01,0.02,0.01
646,0.46,-0.32,9.89,-0.01,0.01,0.01
670,0.35,-0.33,9.92,-0.00,0.01,0.00
695,0.36,-0.33,9.89,-0.01,0.02,0.00
720,0.39,-0.24,9.93,-0.01,0.02,0.00
745,0.39,-0.26,9.90,-0.01,0.02,0.01
773,0.45,-0.25,9.87,-0.01,0.03,0.01
798,0.46,-0.27,9.92,-0.01,0.03,0.02
823,0.40,-0.26,9.95,-0.01,0.03,0.01
848,0.35,-0.30,9.95,-0.01,0.02,0.00
873,0.38,-0.28,9.95,-0.02,0.02,0.00
898,0.42,-0.33,9.85,-0.01,0.02,0.01
923,0.40,-0.29,9.91,-0.02,0.03,0.00
948,0.38,-0.33,9.88,-0.01,0.02,0.00
975,0.46,-0.31,9.95,-0.01,0.02,0.01
1001,0.45,-0.29,9.86,-0.01,0.02,0.01
1027,0.42,-0.23,9.97,-0.02,0.02,0.01
1051,0.41,-0.32,9.97,-0.01,0.02,0.01
1077,0.40,-0.26,9.90,-0.02,0.02,0.01
1101,0.47,-0.28,9.90,-0.01,0.02,0.01
1127,0.42,-0.22,9.88,-0.01,0.02,0.01
1153,0.42,-0.28,9.99,-0.01,0.02,0.01
1177,0.43,-0.25,9.96,-0.01,0.02,0.01
1203,0.40,-0.31,9.87,-0.01,0.03,0.01
1228,0.43,-0.29,9.93,-0.01,0.03,0.01
1254,0.37,-0.27,9.87,-0.02,0.02,0.01
1278,0.34,-0.27,9.94,-0.01,0.02,0.01
1304,0.42,-0.29,9.95,-0.01,0.02,0.00
1332,0.45,-0.26,9.96,-0.01,0.02,0.00
1357,0.38,-0.29,9.99,-0.01,0.02,0.01
1383,0.43,-0.31,9.87,-0.01,0.02,0.01
1408,0.37,-0.32,9.95,-0.01,0.02,0.01
1433,0.42,-0.31,9.86,-0.01,0.02,0.01
1458,0.38,-0.35,9.88,-0.01,0.02,0.01
1483,0.36,-0.28,9.88,-0.01,0.02,0.00
1508,0.42,-0.36,9.84,-0.01,0.03,0.01
1533,0.42,-0.27,9.90,-0.01,0.03,0.01
1559,0.37,-0.24,9.95,-0.02,0.02,0.01
1584,0.40,-0.31,9.89,-0.01,0.03,0.00
1609,0.36,-0.27,9.96,-0.01,0.02,0.01
1635,0.38,-0.28,9.93,-0.02,0.02,0.01
1662,0.41,-0.28,9.90,-0.02,0.03,0.01
1688,0.40,-0.30,9.91,-0.02,0.02,0.00
1713,0.39,-0.31,9.95,-0.01,0.02,-0.00
1738,0.41,-0.29,9.86,-0.02,0.04,0.00
1764,0.44,-0.29,9.87,-0.01,0.02,0.01
1788,0.42,-0.31,9.92,-0.01,0.03,0.01
1814,0.36,-0.29,9.90,-0.02,0.03,0.00
1840,0.37,-0.29,9.89,-0.01,0.02,0.01
1864,0.39,-0.29,9.95,-0.01,0.03,0.01
1890,0.38,-0.25,9.94,-0.00,0.02,0.00
1914,0.36,-0.33,9.85,-0.01,0.02,0.01
1940,0.40,-0.31,9.96,-0.01,0.02,0.00
1966,0.41,-0.27,9.93,-0.02,0.02,0.01
1991,0.45,-0.26,10.01,-0.01,0.03,0.01
2019,0.39,-0.27,9.90,-0.01,0.03,0.01
2044,0.40,-0.30,9.97,-0.01,0.01,0.01
2069,0.42,-0.32,9.88,-0.01,0.02,0.01
2095,0.41,-0.29,9.88,-0.01,0.02,0.00
2120,0.39,-0.30,9.96,-0.01,0.03,0.01
2145,0.39,-0.30,9.95,-0.01,0.03,0.01
2170,0.36,-0.30,9.96,-0.01,0.03,0.00
2196,0.38,-0.33,9.94,-0.01,0.02,0.01
2221,0.34,-0.30,9.93,-0.02,0.02,0.00
2246,0.41,-0.30,9.96,-0.01,0.04,0.01
2271,0.41,-0.28,9.96,-0.02,0.02,0.01
2296,0.35,-0.30,9.97,-0.01,0.02,0.01
2321,0.40,-0.30,9.88,-0.01,0.02,-0.00
2350,0.37,-0.28,9.92,-0.01,0.03,0.01
2375,0.42,-0.33,9.90,-0.01,0.02,0.00
2400,0.45,-0.32,9.97,-0.02,0.02,0.01
2425,0.37,-0.31,9.93,-0.01,0.02,0.01
2451,0.44,-0.34,9.96,-0.02,0.03,0.01
2476,0.45,-0.29,9.88,-0.01,0.03,0.00
2501,0.43,-0.29,9.92,-0.01,0.02,0.01
2527,0.42,-0.29,9.90,-0.02,0.03,0.01
2552,0.47,-0.34,9.87,-0.01,0.03,0.00
2577,0.36,-0.26,9.93,-0.01,0.03,0.01
2603,0.43,-0.32,9.85,-0.02,0.02,0.01
2628,0.35,-0.24,9.99,-0.01,0.02,0.01
2653,0.39,-0.32,9.91,-0.01,0.03,0.01
2678,0.39,-0.36,9.98,-0.00,0.02,0.01
2706,0.40,-0.30,9.90,-0.01,0.02,0.01
2732,0.38,-0.30,9.91,-0.01,0.02,0.01
2757,0.45,-0.28,9.92,-0.01,0.04,0.01
2782,0.40,-0.26,9.97,-0.01,0.02,0.01
2807,0.39,-0.30,9.98,-0.01,0.03,0.01
2832,0.41,-0.31,9.93,-0.01,0.03,0.01
2857,0.40,-0.29,9.95,-0.01,0.02,0.01
2883,0.38,-0.27,9.94,-0.02,0.03,0.01
2908,0.42,-0.28,9.92,-0.01,0.02,0.01
2933,0.40,-0.33,9.91,-0.01,0.02,0.00
2959,0.36,-0.33,9.89,-0.01,0.01,0.01
2983,0.39,-0.30,9.94,-0.01,0.02,0.00
3009,0.44,-0.28,10.04,-0.01,0.02,0.01
3037,0.39,-0.35,9.93,-0.01,0.02,0.01
3062,0.39,-0.28,9.87,-0.01,0.03,0.01
3087,0.39,-0.26,9.92,-0.01,0.03,0.01
3111,0.37,-0.28,9.93,-0.01,0.03,0.00
3137,0.37,-0.33,9.97,-0.02,0.02,0.01
3163,0.45,-0.28,10.02,-0.01,0.03,0.01
3187,0.43,-0.28,9.95,-0.01,0.03,0.01
3213,0.34,-0.30,9.93,-0.01,0.02,0.01
3237,0.44,-0.25,9.96,-0.01,0.01,0.01
3263,0.41,-0.28,9.92,-0.01,0.03,0.01
3288,0.41,-0.33,9.95,-0.02,0.03,0.01
3313,0.38,-0.24,9.90,-0.01,0.03,0.01
3338,0.36,-0.27,9.95,-0.02,0.03,0.01
3363,0.43,-0.30,9.96,-0.01,0.02,0.00
3404,0.37,-0.34,9.94,-0.02,0.02,0.01
3431,0.40,-0.29,10.01,-0.02,0.02,0.01
3459,0.39,-0.26,9.99,-0.02,0.02,0.00
3485,0.43,-0.31,9.95,-0.01,0.02,0.01
3513,0.37,-0.33,9.97,-0.01,0.02,0.01
3540,0.44,-0.31,9.89,-0.01,0.03,0.00
3568,0.37,-0.30,9.93,-0.02,0.01,0.01
3595,0.36,-0.29,9.99,-0.02,0.02,0.00
3622,0.36,-0.31,9.95,-0.02,0.02,0.01
3650,0.37,-0.27,9.91,-0.02,0.03,0.01
3677,0.43,-0.25,9.95,-0.02,0.02,0.01
3704,0.37,-0.38,9.91,-0.01,0.02,0.01
3732,0.43,-0.30,9.96,-0.01,0.02,-0.00
3762,0.40,-0.33,9.89,-0.02,0.03,0.01
3789,0.44,-0.29,10.04,-0.01,0.03,0.01
3817,0.39,-0.31,9.91,-0.01,0.03,0.01
3845,0.35,-0.27,9.93,-0.01,0.02,0.01
3874,0.41,-0.27,9.95,-0.01,0.03,0.01
3901,0.42,-0.30,9.94,-0.02,0.02,0.01
3929,0.41,-0.29,9.95,-0.01,0.03,0.01
3956,0.35,-0.31,10.00,-0.01,0.03,0.01
3984,0.39,-0.30,9.96,-0.01,0.02,0.01
4012,0.35,-0.27,9.87,-0.01,0.03,0.01
4039,0.38,-0.26,9.97,-0.01,0.03,0.00
4066,0.36,-0.30,9.97,-0.01,0.02,0.01
4093,0.41,-0.23,9.91,-0.01,0.03,0.01
4124,0.36,-0.32,9.96,-0.02,0.02,0.01
4152,0.37,-0.31,9.98,-0.02,0.03,0.01
4179,0.42,-0.28,9.99,-0.02,0.02,0.01
4206,0.40,-0.33,9.98,-0.01,0.02,0.01
4234,0.38,-0.31,9.93,-0.01,0.02,0.01
4261,0.41,-0.26,9.99,-0.01,0.03,0.00
4289,0.36,-0.33,9.94,-0.02,0.03,0.00
4317,0.36,-0.35,9.96,-0.01,0.02,0.00
4343,0.35,-0.32,9.85,-0.01,0.03,0.01
4371,0.41,-0.31,9.92,-0.01,0.03,0.01
4399,0.48,-0.22,9.90,-0.01,0.02,0.01
4426,0.41,-0.23,9.92,-0.01,0.02,0.00
4454,0.47,-0.34,9.91,-0.01,0.02,0.01
4482,0.38,-0.30,9.93,-0.01,0.02,0.01
4511,0.40,-0.33,9.99,-0.02,0.02,0.01
4539,0.34,-0.26,9.88,-0.01,0.03,0.00
4567,0.34,-0.27,9.85,-0.01,0.03,0.01
4594,0.39,-0.32,9.96,-0.02,0.02,0.01
4622,0.35,-0.35,9.93,-0.01,0.02,0.02
4649,0.40,-0.35,9.94,-0.01,0.02,0.01
4676,0.40,-0.25,9.88,-0.02,0.02,0.01
4704,0.39,-0.32,9.88,-0.01,0.02,0.01
4731,0.40,-0.28,9.93,-0.01,0.02,0.01
4759,0.36,-0.31,9.98,-0.01,0.02,0.01
4787,0.40,-0.24,9.98,-0.02,0.03,0.01
4814,0.41,-0.32,9.92,-0.01,0.03,0.00
4841,0.39,-0.24,9.94,-0.01,0.02,0.00
4872,0.40,-0.25,9.96,-0.02,0.02,0.01
4899,0.39,-0.31,9.94,-0.01,0.02,0.00
4927,0.34,-0.28,9.98,-0.02,0.03,0.02
4954,0.36,-0.28,9.96,-0.01,0.03,0.00
4981,0.44,-0.35,9.94,-0.01,0.02,0.00
5009,0.38,-0.32,9.96,-0.01,0.02,0.01
5037,0.34,-0.33,9.96,-0.01,0.02,0.01
5064,0.44,-0.29,9.94,-0.01,0.02,0.01
5092,0.44,-0.27,9.98,-0.01,0.02,0.02
5120,0.38,-0.31,9.90,-0.01,0.01,0.01
5146,0.40,-0.27,9.94,-0.01,0.02,0.00
5174,0.41,-0.32,9.92,-0.00,0.02,0.01
5201,0.37,-0.34,9.89,-0.01,0.03,0.00
5229,0.40,-0.26,9.99,-0.02,0.03,0.01
5259,0.38,-0.30,9.95,-0.01,0.03,0.01
5286,0.45,-0.28,9.93,-0.01,0.02,0.01
5314,0.40,-0.33,9.93,-0.01,0.03,0.00
5342,0.36,-0.33,9.95,-0.02,0.02,0.01
5368,0.37,-0.28,9.99,-0.00,0.02,0.01
5396,0.39,-0.27,10.00,-0.02,0.02,0.01
5424,0.35,-0.32,9.99,-0.02,0.02,0.01
5451,0.39,-0.31,9.97,-0.01,0.02,0.01
5478,0.42,-0.34,9.90,-0.02,0.02,0.00
5506,0.40,-0.33,9.96,-0.01,0.02,0.01
5532,0.43,-0.22,9.98,-0.02,0.03,0.00
5560,0.43,-0.31,9.97,-0.01,0.02,0.00
5587,0.40,-0.30,9.99,-0.01,0.03,0.01
5617,0.42,-0.34,10.02,-0.01,0.03,0.01
5645,0.38,-0.30,9.89,-0.01,0.03,0.00
5672,0.35,-0.29,9.89,-0.01,0.01,0.01
5700,0.34,-0.27,9.94,-0.01,0.01,0.01
5727,0.39,-0.34,9.92,-0.01,0.02,0.01
5754,0.34,-0.29,10.01,-0.02,0.03,0.00
5782,0.39,-0.30,9.95,-0.01,0.02,0.01
5809,0.40,-0.30,9.98,-0.01,0.02,0.00
5836,0.44,-0.36,10.01,-0.01,0.02,0.01
5864,0.38,-0.32,9.86,-0.01,0.02,0.00
5892,0.38,-0.32,9.88,-0.02,0.03,0.00
5918,0.40,-0.33,9.92,-0.02,0.03,0.00
5946,0.44,-0.31,9.97,-0.01,0.03,0.00
5974,0.37,-0.32,9.92,-0.01,0.02,0.00
6003,0.41,-0.28,9.95,-0.02,0.02,0.01
6031,0.45,-0.25,9.93,-0.02,0.03,0.00
6057,0.35,-0.28,9.95,-0.01,0.02,0.01
6085,0.45,-0.29,9.91,-0.01,0.01,0.00
6112,0.37,-0.30,9.99,-0.01,0.02,0.02
6139,0.40,-0.30,9.99,-0.01,0.02,0.01
6166,0.40,-0.33,9.97,-0.01,0.03,0.00
6194,0.43,-0.35,9.99,-0.02,0.03,0.00
6221,0.38,-0.30,9.94,-0.02,0.01,0.01
6248,0.42,-0.37,9.94,-0.00,0.02,0.01
6276,0.38,-0.31,9.97,-0.01,0.01,0.01
6302,0.43,-0.25,9.91,-0.00,0.01,0.00
6330,0.36,-0.32,9.94,-0.01,-0.00,0.01
6368,0.42,-0.33,9.94,0.00,-0.01,0.01
6394,0.41,-0.34,9.91,-0.01,0.04,0.00
6422,0.40,-0.26,9.97,-0.01,0.06,0.01
6449,0.38,-0.31,9.96,-0.00,0.01,0.01
6476,0.40,-0.34,9.88,-0.00,0.01,0.02
6504,0.41,-0.33,9.94,-0.01,0.00,0.03
6531,0.49,-0.31,9.87,-0.01,0.01,0.06
6558,0.42,-0.28,9.88,-0.01,-0.03,0.01
6585,0.44,-0.34,10.03,0.00,0.00,0.02
6612,0.49,-0.31,9.92,-0.02,0.06,0.00
6639,0.49,-0.28,9.91,-0.03,0.07,0.01
6667,0.42,-0.28,9.92,-0.04,0.09,0.00
6694,0.35,-0.33,9.89,-0.02,0.06,0.01
6721,0.41,-0.28,9.96,0.00,0.03,0.01
6752,0.43,-0.29,9.95,-0.02,0.03,0.00
6778,0.41,-0.40,9.95,-0.01,0.01,0.01
6806,0.47,-0.34,9.93,-0.01,0.02,0.00
6834,0.46,-0.28,9.95,-0.01,0.02,0.01
6860,0.42,-0.30,9.94,-0.01,0.02,0.01
6888,0.32,-0.29,9.99,-0.01,0.01,0.01
6916,0.45,-0.30,9.97,-0.02,0.03,0.01
6943,0.40,-0.32,9.92,-0.01,0.03,0.01
6970,0.42,-0.35,9.99,-0.01,0.01,0.01
6998,0.38,-0.29,9.93,-0.02,0.01,0.00
7025,0.41,-0.33,10.03,-0.01,0.02,0.01
7053,0.43,-0.32,9.97,-0.01,0.03,0.01
7079,0.39,-0.34,9.94,-0.01,0.02,0.01
7110,0.47,-0.28,9.88,-0.02,0.03,0.02
7138,0.38,-0.34,9.96,-0.01,0.03,0.01
7168,0.39,-0.33,9.94,-0.01,0.01,0.01
7194,0.43,-0.31,9.90,-0.01,0.02,0.02
7222,0.38,-0.34,10.02,-0.01,0.02,0.01
7249,0.43,-0.31,10.00,-0.01,0.03,0.01
7277,0.51,-0.36,9.95,-0.02,0.03,0.01
7304,0.36,-0.29,9.94,-0.02,0.05,0.01
7331,0.29,-0.24,9.99,-0.01,0.05,-0.01
7359,0.25,-0.28,9.98,-0.01,0.06,-0.09
7387,0.53,-0.34,9.93,-0.01,0.08,-0.11
7413,0.79,-0.50,9.98,-0.02,0.09,-0.05
7441,0.39,-0.42,9.82,-0.01,0.06,-0.00
7472,-0.04,-0.13,10.04,-0.02,0.09,-0.09
7499,0.63,-0.46,10.01,-0.00,0.11,-0.15
7526,0.36,-0.35,10.10,0.04,0.15,-0.10
7554,0.74,-0.35,10.21,0.15,0.27,-0.12
7581,0.92,-0.18,9.80,0.15,0.29,0.03
7609,2.51,0.20,11.13,0.16,0.43,0.42
7635,1.23,0.85,11.06,0.26,0.93,0.83
7663,0.19,0.49,17.71,0.52,1.88,0.52
7691,3.30,-0.83,19.35,1.21,0.67,0.64
7718,1.84,0.34,18.86,0.90,-0.06,1.48
7745,-1.70,0.49,17.12,0.23,-0.22,1.46
7773,-3.31,0.20,12.68,-0.19,0.17,1.01
7800,-4.06,0.35,11.84,0.73,-0.27,0.32
7828,-0.40,2.20,16.55,2.21,-0.13,0.40
7858,-1.73,2.80,16.39,0.92,-0.11,0.48
7885,-3.74,2.23,14.29,-0.18,0.57,0.59
7913,-4.90,2.17,10.99,0.39,-0.04,-0.06
7941,-0.54,1.39,12.28,0.71,-0.56,-0.16
7968,-0.50,1.38,14.83,0.59,-0.46,0.23
7996,-1.52,1.64,12.16,-0.53,-0.16,0.39
8023,-2.18,1.25,9.38,-0.36,-0.33,0.30
8050,-2.49,0.96,8.76,-0.02,-0.61,-0.10
8078,-2.13,0.31,10.09,-0.26,-0.61,-0.17
8105,-1.83,0.07,8.62,-0.67,-0.42,-0.12
8133,-2.91,-0.41,5.06,0.02,-0.39,-0.38
8160,-3.61,-0.04,6.00,-0.12,-0.04,-1.07
8187,-1.24,0.21,5.16,-0.38,-0.73,-1.30
8213,-0.10,0.47,5.13,-0.46,-1.12,-1.17
8241,-1.33,0.42,5.95,-0.63,-1.10,-1.31
8268,-0.99,0.74,5.26,-0.90,-0.33,-1.35
8296,-0.24,0.61,3.76,-0.68,0.24,-1.51
8324,0.67,0.53,4.15,-0.06,0.14,-1.56
8350,0.34,0.29,5.73,0.13,0.18,-1.54
8378,-0.14,-0.26,6.38,0.09,0.02,-1.40
8406,-1.51,-0.34,6.50,-0.01,0.06,-1.65
8433,-1.64,0.03,6.88,-0.02,-0.20,-1.99
8461,-2.13,0.19,7.85,0.05,-0.25,-2.26
8487,-1.26,0.46,8.68,0.03,-0.03,-2.30
8515,-0.65,0.88,8.15,-0.12,-0.36,-2.19
8543,-1.83,1.32,7.42,-0.28,-0.70,-2.34
8573,-2.57,1.63,6.79,-0.02,-0.53,-2.75
8600,-0.22,2.12,8.96,0.87,-0.18,-2.66
8628,0.04,2.58,10.43,1.32,-0.15,-2.39
8655,-2.36,3.45,10.88,0.89,-0.53,-2.48
8683,-2.38,2.96,10.57,0.33,-0.51,-2.58
8711,-0.79,2.33,7.95,-0.03,-0.51,-2.56
8738,0.27,2.08,8.09,0.30,-0.81,-2.31
8765,0.09,2.15,9.21,0.17,-0.96,-2.04
8793,-0.62,2.29,10.02,0.01,-0.74,-2.05
8820,0.37,2.42,9.64,-0.11,-0.52,-2.00
8848,0.60,2.01,8.52,-0.36,-0.86,-1.79
8876,1.26,1.90,8.38,-0.30,-1.22,-1.65
8902,0.14,1.48,9.29,-0.14,-1.08,-1.46
8933,0.64,2.24,9.44,0.26,-1.74,-1.60
8960,2.85,2.21,10.07,0.53,-0.55,-1.26
8987,2.38,2.33,10.59,0.22,0.42,-1.30
9015,1.35,1.67,8.39,-0.74,-0.04,-1.08
9041,2.68,1.23,8.41,0.06,0.01,-1.23
9069,2.03,1.03,9.93,0.06,0.52,-1.20
9097,1.06,1.39,10.46,-0.64,0.27,-1.07
9123,1.29,1.30,8.91,-0.70,-0.02,-1.04
9151,1.47,1.05,9.41,-0.38,0.39,-1.20
9179,0.69,1.36,10.59,-0.63,0.87,-1.17
9205,-0.51,1.65,11.18,-0.82,0.64,-1.03
9233,-3.74,2.06,9.27,-1.13,-0.00,-1.08
9261,-3.20,1.47,8.66,-0.67,-0.55,-1.45
9298,-0.74,2.54,11.72,0.27,-0.70,-1.98
9325,0.69,2.74,12.23,-0.87,-0.24,-1.23
9353,-1.21,2.09,10.45,-0.82,-0.10,-0.84
9380,-1.52,1.47,9.85,-0.12,-0.54,-0.86
9407,-2.11,0.73,10.39,-0.20,-0.52,-1.05
9435,-0.02,0.67,9.50,-0.48,0.17,-1.65
9462,-0.07,0.53,7.44,-0.40,-0.13,-1.56
9490,-0.01,0.73,5.91,-0.10,-0.94,-1.40
9517,1.09,0.09,6.50,0.50,-1.04,-1.20
9544,1.67,0.57,7.55,0.55,-0.72,-0.89
9572,0.95,1.01,7.21,0.06,-0.91,-0.43
9598,0.26,1.26,7.50,-0.11,-0.63,-0.62
9626,1.42,1.48,7.15,0.21,-0.53,-0.72
9656,2.19,1.20,7.58,0.07,-0.08,-0.10
9683,-0.06,0.59,7.69,-0.49,0.03,-0.11
9711,-1.11,1.25,7.02,-0.48,0.23,-0.44
9739,-0.34,1.84,6.82,-0.18,0.61,-0.50
